"SortId";"Name";"Root";"Root_it";"Quality";"Inversion";"Rootless_V_Off_3rd";"Rootless_V_Off_7th";"Rootless_V_Off_3rd_RH";"Rootless_V_Off_3rd_LH";"Rootless_V_Off_3rd_RH";"Rootless_V_Off_3rd_LH";"Rootless_V_Off_3rd_lilypond";"Rootless_V_Off_3rd_lilypondimg";"Rootless_V_Off_7th_lilypond";"Rootless_V_Off_7th_lilypondimg";"Rootless_V_Off_3rd_ABC";"Rootless_V_Off_3rd_ABC_mp3";"Rootless_V_Off_7th_ABC";"Rootless_V_Off_7th_ABC_mp3";"GuideTones_V_Off_3rd";"GuideTones_V_Off_7th";"GuideTones_V_Off_3rd_RH";"GuideTones_V_Off_3rd_LH";"GuideTones_V_Off_3rd_RH";"GuideTones_V_Off_3rd_LH";"GuideTones_V_Off_3rd_lilypond";"GuideTones_V_Off_3rd_lilypondimg";"GuideTones_V_Off_7th_lilypond";"GuideTones_V_Off_7th_lilypondimg";"GuideTones_V_Off_3rd_ABC";"GuideTones_V_Off_3rd_ABC_mp3";"GuideTones_V_Off_7th_ABC";"GuideTones_V_Off_7th_ABC_mp3";"FourNotesSh_Ext_V_Off_3rd";"FourNotesSh_Ext_V_Off_7th";"FourNotesSh_Ext_V_Off_3rd_RH";"FourNotesSh_Ext_V_Off_3rd_LH";"FourNotesSh_Ext_V_Off_3rd_RH";"FourNotesSh_Ext_V_Off_3rd_LH";"FourNotesSh_Ext_V_Off_3rd_lilypond";"FourNotesSh_Ext_V_Off_3rd_lilypondimg";"FourNotesSh_Ext_V_Off_7th_lilypond";"FourNotesSh_Ext_V_Off_7th_lilypondimg";"FourNotesSh_Ext_V_Off_3rd_ABC";"FourNotesSh_Ext_V_Off_3rd_ABC_mp3";"FourNotesSh_Ext_V_Off_7th_ABC";"FourNotesSh_Ext_V_Off_7th_ABC_mp3"
12;"G half dim 6";"G";"Sol";"half dim";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"A half dim 6 /4";"A";"La";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Ab half dim 6 /4";"Ab";"Lab";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"B half dim 6 /4";"B";"Si";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Bb half dim 6 /4";"Bb";"Sib";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"C half dim 6 /4";"C";"Do";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"D half dim 6 /4";"D";"Re";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Db half dim 6 /4";"Db";"Reb";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"E half dim 6 /4";"E";"Mi";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Eb half dim 6 /4";"Eb";"Mib";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"F half dim 6 /4";"F";"Fa";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"F # half dim 6 /4";"F #";"Fa";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"G half dim 6 /4";"G";"Sol";"half dim";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"A half dim 4 / 2";"A";"La";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Ab half dim 4 / 2";"Ab";"Lab";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"B half dim 4 / 2";"B";"Si";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Bb half dim 4 / 2";"Bb";"Sib";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"C half dim 4 / 2";"C";"Do";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"D half dim 4 / 2";"D";"Re";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Db half dim 4 / 2";"Db";"Reb";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"E half dim 4 / 2";"E";"Mi";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Eb half dim 4 / 2";"Eb";"Mib";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"F half dim 4 / 2";"F";"Fa";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"F # half dim 4 / 2";"F #";"Fa";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"G half dim 4 / 2";"G";"Sol";"half dim";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"A M7  ";"A";"La";"M7";" ";"Dod Sold";"Sold Dod";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"La Dod Sold";"La Sold Dod";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Ab M7  ";"Ab";"Lab";"M7";" ";"Do Sol";"Sol Do";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Lab Do Sol";"Lab Sol Do";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"B M7  ";"B";"Si";"M7";" ";"Red Lad";"Lad Red";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Si Red Lad";"Si Lad Red";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Bb M7  ";"Bb";"Sib";"M7";" ";"Re La";"La Re";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Sib Re La";"Sib La Re";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"C M7  ";"C";"Do";"M7";" ";"Mi Si";"Si Mi";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Do Mi Si";"Do Si Mi";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"D M7  ";"D";"Re";"M7";" ";"Fad Dod";"Dod Fad";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Re Fad Dod";"Re Dod Fad";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Db M7  ";"Db";"Reb";"M7";" ";"Fa Do";"Do Fa";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reb Fa Do";"Reb Do Fa";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"E M7  ";"E";"Mi";"M7";" ";"Sold Red";"Red Sold";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Mi Sold Red";"Mi Red Sold";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Eb M7  ";"Eb";"Mib";"M7";" ";"Sol Re";"Re Sol";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Mib Sol Re";"Mib Re Sol";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"F M7  ";"F";"Fa";"M7";" ";"La Mi";"Mi La";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Fa La Mi";"Fa Mi La";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"F # M7  ";"F #";"Fa";"M7";" ";"La Mi";"Mi La";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Fa La Mi";"Fa Mi La";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"G M7  ";"G";"Sol";"M7";" ";"Si Fad";"Fad Si";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Sol Si Fad";"Sol Fad Si";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"A M7 6";"A";"La";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"Ab M7 6";"Ab";"Lab";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"B M7 6";"B";"Si";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"Bb M7 6";"Bb";"Sib";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"C M7 6";"C";"Do";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"D M7 6";"D";"Re";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"Db M7 6";"Db";"Reb";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"E M7 6";"E";"Mi";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"Eb M7 6";"Eb";"Mib";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"F M7 6";"F";"Fa";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"F # M7 6";"F #";"Fa";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
12;"G M7 6";"G";"Sol";"M7";"6";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"A M7 6 /4";"A";"La";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Ab M7 6 /4";"Ab";"Lab";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"B M7 6 /4";"B";"Si";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Bb M7 6 /4";"Bb";"Sib";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"C M7 6 /4";"C";"Do";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"D M7 6 /4";"D";"Re";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Db M7 6 /4";"Db";"Reb";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"E M7 6 /4";"E";"Mi";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"Eb M7 6 /4";"Eb";"Mib";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"F M7 6 /4";"F";"Fa";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"F # M7 6 /4";"F #";"Fa";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
14;"G M7 6 /4";"G";"Sol";"M7";"6 /4";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"A M7 4 / 2";"A";"La";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Ab M7 4 / 2";"Ab";"Lab";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"B M7 4 / 2";"B";"Si";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Bb M7 4 / 2";"Bb";"Sib";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"C M7 4 / 2";"C";"Do";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"D M7 4 / 2";"D";"Re";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Db M7 4 / 2";"Db";"Reb";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"E M7 4 / 2";"E";"Mi";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"Eb M7 4 / 2";"Eb";"Mib";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"F M7 4 / 2";"F";"Fa";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"F # M7 4 / 2";"F #";"Fa";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
16;"G M7 4 / 2";"G";"Sol";"M7";"4 / 2";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"A min 7  ";"A";"La";"min 7";" ";"Do Sol";"Sol Do";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"La Do Sol";"La Sol Do";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Ab min 7  ";"Ab";"Lab";"min 7";" ";"Si Solb";"Solb Si";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Lab Si Solb";"Lab Solb Si";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"B min 7  ";"B";"Si";"min 7";" ";"Re La";"La Re";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Si Re La";"Si La Re";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Bb min 7  ";"Bb";"Sib";"min 7";" ";"Reb Lab";"Lab Reb";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Sib Reb Lab";"Sib Lab Reb";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"C min 7  ";"C";"Do";"min 7";" ";"Mib Sib";"Sib Mib";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Do Mib Sib";"Do Sib Mib";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"D min 7  ";"D";"Re";"min 7";" ";"Fa Do";"Do Fa";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Re Fa Do";"Re Do Fa";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"Db min 7  ";"Db";"Reb";"min 7";" ";"Mi Si";"Si Mi";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reb Mi Si";"Reb Si Mi";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
10;"E min 7  ";"E";"Mi";"min 7";" ";"Sol Re";"Re Sol";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Mi Sol Re";"Mi Re Sol";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
